operatetime,_c1
2022031017,29054
2022031016,40186
2022031015,46938
2022031014,57368
2022031013,23552
2022031012,9706
2022031011,28417
2022031010,42323
2022031009,66690
2022031008,73127
2022031007,3865
2022031006,237
2022031005,64
2022031004,8
2022031003,65
2022031002,25
2022031001,109
2022031000,151
2022030923,478
2022030922,879
2022030921,1684
2022030920,2751
2022030919,5238
2022030918,11800
2022030917,27982
2022030916,39715
2022030915,47373
2022030914,56596
2022030913,23690
2022030912,9459
2022030911,27522
2022030910,40918
2022030909,64745
2022030908,73865
2022030907,3814
2022030906,224
2022030905,75
2022030904,13
2022030903,66
2022030902,31
2022030901,99
2022030900,150
2022030823,435
2022030822,715
2022030821,1376
2022030820,2044
2022030819,3361
2022030818,7767
2022030817,19344
2022030816,27249
2022030815,32336
2022030814,38957
2022030813,18431
2022030812,9701
2022030811,26761
2022030810,39328
2022030809,61123
2022030808,70495
2022030807,4093
2022030806,213
2022030805,71
2022030804,13
2022030803,67
2022030802,33
2022030801,103
2022030800,132
2022030723,444
2022030722,858
2022030721,1793
2022030720,2901
2022030719,5579
2022030718,12454
2022030717,30252
2022030716,42179
2022030715,48025
2022030714,59108
2022030713,25833
2022030712,9637
2022030711,29556
2022030710,44780
2022030709,68816
2022030708,75511
2022030707,4074
2022030706,212
2022030705,75
2022030704,10
2022030703,71
2022030702,20
2022030701,96
2022030700,127
2022030623,315
2022030622,553
2022030621,965
2022030620,1191
2022030619,1510
2022030618,1876
2022030617,2917
2022030616,3301
2022030615,3425
2022030614,3123
2022030613,2250
2022030612,2131
2022030611,3065
2022030610,3949
2022030609,4757
2022030608,3463
2022030607,467
2022030606,64
2022030605,66
2022030604,24
2022030603,60
2022030602,20
2022030601,98
2022030600,117
2022030523,325
2022030522,571
2022030521,910
2022030520,1087
2022030519,1435
2022030518,2048
2022030517,3714
2022030516,4175
2022030515,4457
2022030514,4398
2022030513,2991
2022030512,2711
2022030511,4791
2022030510,6612
2022030509,8299
2022030508,6756
2022030507,785
2022030506,75
2022030505,81
2022030504,45
2022030503,65
2022030502,34
2022030501,137
2022030500,134
2022030423,465
2022030422,794
2022030421,1586
2022030420,2478
2022030419,4659
2022030418,11277
2022030417,27244
2022030416,37600
2022030415,43242
2022030414,51842
2022030413,22341
2022030412,9276
2022030411,25927
2022030410,38419
2022030409,59220
2022030408,70714
2022030407,3540
2022030406,228
2022030405,87
2022030404,4
2022030403,75
2022030402,23
2022030401,97
2022030400,173
2022030323,438
2022030322,830
2022030321,1380
2022030320,2458
2022030319,4640
2022030318,11528
2022030317,27247
2022030316,38073
2022030315,45228
2022030314,54646
2022030313,23386
2022030312,8887
2022030311,25847
2022030310,39199
2022030309,61245
2022030308,72649
2022030307,3873
2022030306,255
2022030305,79
2022030304,25
2022030303,65
2022030302,24
2022030301,117
2022030300,179
2022030223,574
2022030222,1048
2022030221,1842
2022030220,2828
2022030219,5321
2022030218,12059
2022030217,29566
2022030216,40124
2022030215,45986
2022030214,55968
2022030213,24464
2022030212,9268
2022030211,26799
2022030210,40355
2022030209,62399
2022030208,74470
2022030207,3953
2022030206,221
2022030205,73
2022030204,23
2022030203,69
2022030202,18
2022030201,104
2022030200,156
2022030123,438
2022030122,905
2022030121,1628
2022030120,2627
2022030119,5447
2022030118,12684
2022030117,29763
2022030116,41316
2022030115,47193
2022030114,56504
2022030113,25136
2022030112,10022
2022030111,27218
2022030110,41161
2022030109,63871
2022030108,75481
2022030107,3760
2022030106,251
2022030105,88
2022030104,21
2022030103,68
2022030102,54
2022030101,138
2022030100,202
2022022823,816
2022022822,1428
2022022821,2652
2022022820,4492
2022022819,8939
2022022818,17515
2022022817,36890
2022022816,49193
2022022815,56348
2022022814,66904
2022022813,29885
2022022812,13307
2022022811,35313
2022022810,52034
2022022809,76744
2022022808,82196
2022022807,4220
2022022806,217
2022022805,72
2022022804,21
2022022803,67
2022022802,23
2022022801,115
2022022800,142
2022022723,449
2022022722,1077
2022022721,1422
2022022720,1847
2022022719,2055
2022022718,2809
2022022717,3884
2022022716,4627
2022022715,4664
2022022714,4142
2022022713,3120
2022022712,2833
2022022711,4349
2022022710,5628
2022022709,6416
2022022708,4352
2022022707,530
2022022706,72
2022022705,75
2022022704,13
2022022703,68
2022022702,107
2022022701,132
2022022700,205
2022022623,457
2022022622,817
2022022621,1196
2022022620,1561
2022022619,2053
2022022618,3217
2022022617,4811
2022022616,5942
2022022615,6548
2022022614,5928
2022022613,4437
2022022612,4203
2022022611,6908
2022022610,9727
2022022609,11301
2022022608,8258
2022022607,824
2022022606,86
2022022605,47
2022022604,17
2022022603,75
2022022602,63
2022022601,206
2022022600,280
2022022523,620
2022022522,1245
2022022521,2156
2022022520,3324
2022022519,6994
2022022518,15745
2022022517,34347
2022022516,46323
2022022515,51730
2022022514,60262
2022022513,27222
2022022512,12863
2022022511,32223
2022022510,47119
2022022509,69832
2022022508,76539
2022022507,3809
2022022506,208
2022022505,90
2022022504,17
2022022503,85
2022022502,60
2022022501,140
2022022500,237
2022022423,708
2022022422,1296
2022022421,2043
2022022420,3452
2022022419,6696
2022022418,15292
2022022417,31902
2022022416,44817
2022022415,50572
2022022414,60659
2022022413,25781
2022022412,10876
2022022411,31001
2022022410,45386
2022022409,69251
2022022408,77454
2022022407,3739
2022022406,232
2022022405,110
2022022404,15
2022022403,101
2022022402,18
2022022401,130
2022022400,178
2022022323,515
2022022322,1093
2022022321,1840
2022022320,3298
2022022319,5924
2022022318,13309
2022022317,31851
2022022316,44250
2022022315,50845
2022022314,60975
2022022313,26621
2022022312,10852
2022022311,30832
2022022310,46094
2022022309,69842
2022022308,77488
2022022307,3817
2022022306,232
2022022305,110
2022022304,22
2022022303,97
2022022302,31
2022022301,134
2022022300,188
2022022223,540
2022022222,961
2022022221,1867
2022022220,3141
2022022219,6230
2022022218,13753
2022022217,31719
2022022216,44344
2022022215,51328
2022022214,60967
2022022213,26333
2022022212,10929
2022022211,30316
2022022210,44903
2022022209,68512
2022022208,75241
2022022207,3658
2022022206,188
2022022205,89
2022022204,13
2022022203,78
2022022202,34
2022022201,165
2022022200,169
2022022123,532
2022022122,922
2022022121,1895
2022022120,2846
2022022119,5780
2022022118,13420
2022022117,31880
2022022116,44943
2022022115,52015
2022022114,61235
2022022113,27247
2022022112,11341
2022022111,32123
2022022110,50653
2022022109,78600
2022022108,78483
2022022107,3891
2022022106,219
2022022105,77
2022022104,5
2022022103,80
2022022102,17
2022022101,121
2022022100,119
2022022023,479
2022022022,702
2022022021,1176
2022022020,1413
2022022019,1821
2022022018,2205
2022022017,3515
2022022016,3781
2022022015,3649
2022022014,3419
2022022013,2622
2022022012,2326
2022022011,3597
2022022010,4447
2022022009,5265
2022022008,3770
2022022007,455
2022022006,45
2022022005,73
2022022004,12
2022022003,70
2022022002,20
2022022001,103
2022022000,139
2022021923,405
2022021922,598
2022021921,878
2022021920,1119
2022021919,1542
2022021918,2298
2022021917,3858
2022021916,4916
2022021915,5224
2022021914,4860
2022021913,3504
2022021912,3227
2022021911,5658
2022021910,7531
2022021909,8935
2022021908,6728
2022021907,668
2022021906,68
2022021905,88
2022021904,20
2022021903,91
2022021902,60
2022021901,130
2022021900,779
2022021823,550
2022021822,822
2022021821,1496
2022021820,2489
2022021819,5020
2022021818,11744
2022021817,29493
2022021816,41061
2022021815,47135
2022021814,54978
2022021813,24275
2022021812,10490
2022021811,25878
2022021810,40620
2022021809,62431
2022021808,71926
2022021807,3296
2022021806,182
2022021805,99
2022021804,22
2022021803,66
2022021802,31
2022021801,125
2022021800,172
2022021723,434
2022021722,818
2022021721,1376
2022021720,2101
2022021719,4418
2022021718,10580
2022021717,27630
2022021716,40083
2022021715,47122
2022021714,54753
2022021713,23481
2022021712,9538
2022021711,27469
2022021710,42009
2022021709,66469
2022021708,70212
2022021707,3174
2022021706,183
2022021705,111
2022021704,12
2022021703,83
2022021702,21
2022021701,121
2022021700,167
2022021623,450
2022021622,754
2022021621,1367
2022021620,2107
2022021619,4154
2022021618,9836
2022021617,27932
2022021616,40173
2022021615,46499
2022021614,54873
2022021613,23299
2022021612,8920
2022021611,26659
2022021610,41548
2022021609,64864
2022021608,71959
2022021607,3025
2022021606,133
2022021605,80
2022021604,4
2022021603,75
2022021602,10
2022021601,135
2022021600,131
2022021523,420
2022021522,613
2022021521,1120
2022021520,1372
2022021519,2519
2022021518,6955
2022021517,22723
2022021516,35350
2022021515,43000
2022021514,50884
2022021513,21992
2022021512,8641
2022021511,26000
2022021510,41666
2022021509,64557
2022021508,72123
2022021507,2834
2022021506,140
2022021505,93
2022021504,6
2022021503,67
2022021502,47
2022021501,107
2022021500,119
2022021423,423
2022021422,764
2022021421,1093
2022021420,1800
2022021419,3652
2022021418,9553
2022021417,27570
2022021416,40544
2022021415,47943
2022021414,55311
2022021413,24068
2022021412,9454
2022021411,28505
2022021410,43965
2022021409,68840
2022021408,72185
2022021407,2860
2022021406,139
2022021405,83
2022021404,7
2022021403,81
2022021402,12
2022021401,101
2022021400,110
2022021323,361
2022021322,571
2022021321,815
2022021320,1044
2022021319,1245
2022021318,1902
2022021317,2740
2022021316,3421
2022021315,3440
2022021314,3117
2022021313,2379
2022021312,1944
2022021311,2869
2022021310,3844
2022021309,4389
2022021308,3090
2022021307,337
2022021306,28
2022021305,72
2022021304,11
2022021303,74
2022021302,15
2022021301,106
2022021300,122
2022021223,308
2022021222,400
2022021221,777
2022021220,853
2022021219,1178
2022021218,1873
2022021217,3229
2022021216,4137
2022021215,4516
2022021214,3981
2022021213,2917
2022021212,2834
2022021211,5039
2022021210,6353
2022021209,7752
2022021208,6053
2022021207,604
2022021206,63
2022021205,84
2022021204,9
2022021203,66
2022021202,21
2022021201,99
2022021200,159
2022021123,430
2022021122,679
2022021121,1178
2022021120,1916
2022021119,3846
2022021118,9751
2022021117,27082
2022021116,37701
2022021115,42818
2022021114,50857
2022021113,22070
2022021112,8777
2022021111,25818
2022021110,39702
2022021109,60645
2022021108,69339
2022021107,2711
2022021106,143
2022021105,75
2022021104,12
2022021103,63
2022021102,45
2022021101,105
2022021100,131
2022021023,396
2022021022,633
2022021021,1188
2022021020,1855
2022021019,3679
2022021018,9270
2022021017,26338
2022021016,38604
2022021015,44329
2022021014,52882
2022021013,21651
2022021012,8184
2022021011,26182
2022021010,40761
2022021009,62975
2022021008,70552
2022021007,2612
2022021006,144
2022021005,88
2022021004,18
2022021003,72
2022021002,14
2022021001,109
2022021000,118
2022020923,383
2022020922,659
2022020921,1185
2022020920,1714
2022020919,3475
2022020918,8913
2022020917,25629
2022020916,37579
2022020915,44055
2022020914,51782
2022020913,21267
2022020912,8155
2022020911,25887
2022020910,40950
2022020909,62857
2022020908,70940
2022020907,2633
2022020906,137
2022020905,92
2022020904,21
2022020903,65
2022020902,14
2022020901,105
2022020900,109
2022020823,339
2022020822,579
2022020821,1038
2022020820,1534
2022020819,3198
2022020818,8102
2022020817,25397
2022020816,37240
2022020815,43810
2022020814,51500
2022020813,20847
2022020812,7741
2022020811,25411
2022020810,40353
2022020809,61868
2022020808,69816
2022020807,2626
2022020806,141
2022020805,83
2022020804,11
2022020803,72
2022020802,9
2022020801,91
2022020800,89
2022020723,319
2022020722,495
2022020721,861
2022020720,1316
2022020719,2495
2022020718,6514
2022020717,22244
2022020716,34572
2022020715,42031
2022020714,50356
2022020713,21083
2022020712,7331
2022020711,25119
2022020710,42021
2022020709,67877
2022020708,70330
2022020707,2893
2022020706,126
2022020705,84
2022020704,6
2022020703,81
2022020702,20
2022020701,100
2022020700,102
2022020623,271
2022020622,437
2022020621,677
2022020620,805
2022020619,1045
2022020618,1329
2022020617,2158
2022020616,2751
2022020615,3141
2022020614,2919
2022020613,2083
2022020612,1808
2022020611,3021
2022020610,4168
2022020609,5146
2022020608,2926
2022020607,289
2022020606,39
2022020605,71
2022020604,8
2022020603,66
2022020602,25
2022020601,97
2022020600,107
2022020523,340
2022020522,387
2022020521,544
2022020520,684
2022020519,694
2022020518,862
2022020517,1469
2022020516,1899
2022020515,2041
2022020514,1829
2022020513,1321
2022020512,1268
2022020511,2123
2022020510,2864
2022020509,3547
2022020508,2156
2022020507,269
2022020506,48
2022020505,72
2022020504,6
2022020503,68
2022020502,9
2022020501,91
2022020500,90
2022020423,246
2022020422,341
2022020421,483
2022020420,406
2022020419,660
2022020418,855
2022020417,1445
2022020416,1809
2022020415,1983
2022020414,1637
2022020413,1186
2022020412,1045
2022020411,1822
2022020410,2620
2022020409,3457
2022020408,2310
2022020407,314
2022020406,51
2022020405,88
2022020404,8
2022020403,74
2022020402,14
2022020401,89
2022020400,56
2022020323,215
2022020322,257
2022020321,375
2022020320,364
2022020319,527
2022020318,496
2022020317,884
2022020316,1160
2022020315,1310
2022020314,1226
2022020313,969
2022020312,910
2022020311,1678
2022020310,2296
2022020309,2800
2022020308,1928
2022020307,263
2022020306,54
2022020305,68
2022020304,12
2022020303,67
2022020302,22
2022020301,94
2022020300,69
